2008,8,4,0.138095,0.044179,
2008,8,5,0.134405,0.042291,
2008,8,6,0.176802,0.048661,
2008,8,7,0.182193,0.051799,
2008,8,8,0.143716,0.044162,
2008,8,9,0.142593,0.047005,
2008,8,10,0.139793,0.047317,
2008,8,11,0.142438,0.047646,
2008,8,12,0.146674,0.046742,
2008,8,13,0.179428,0.052714,
2008,8,14,0.188525,0.055661,
2008,8,15,0.149022,0.048836,
2008,8,16,0.141687,0.050384,
2008,8,17,0.156064,0.054582,
2008,8,18,0.136787,0.044818,
2008,8,19,0.128924,0.043266,
2008,8,20,0.172296,0.051733,
2008,8,21,0.179869,0.057222,
2008,8,22,0.137264,0.049074,
2008,8,23,0.137266,0.048350,
2008,8,24,0.134042,0.047947,
2008,8,25,0.141357,0.051466,
2008,8,26,0.136617,0.048631,
2008,8,27,0.178202,0.058289,
2008,8,28,0.200972,0.060648,
2008,8,29,0.161837,0.051843,
2008,8,30,0.159811,0.048938,
2008,9,1,0.162822,0.051899,
2008,9,2,0.167416,0.055749,
2008,9,3,0.162107,0.052434,
2008,9,4,0.196708,0.059455,
2008,9,5,0.213072,0.067181,
2008,9,6,0.161212,0.050544,
2008,9,7,0.165978,0.057303,
2008,9,8,0.139529,0.052593,
2008,9,9,0.142180,0.050051,
2008,9,10,0.138548,0.049726,
2008,9,11,0.176125,0.061390,
2008,9,12,0.183668,0.067122,
2008,9,13,0.148092,0.051620,
2008,9,14,0.145862,0.052979,
2008,9,15,0.145541,0.053911,
2008,9,16,0.144376,0.052825,
2008,9,17,0.141415,0.053156,
2008,9,18,0.173828,0.057345,
2008,9,19,0.180270,0.059333,
2008,9,20,0.145427,0.054899,
2008,9,21,0.143032,0.052950,
2008,9,22,0.137102,0.054750,
2008,9,23,0.141044,0.051660,
2008,9,24,0.136997,0.051574,
2008,9,25,0.150262,0.047970,
2008,9,26,0.172733,0.060237,
2008,9,27,0.143907,0.054534,
2008,9,28,0.141517,0.053672,
2008,9,29,0.142385,0.056563,
2008,9,30,0.146980,0.058210,
2008,9,31,0.138081,0.056753,
2008,10,1,0.175690,0.064887,
2008,10,2,0.185278,0.063737,
2008,10,3,0.144467,0.057304,
2008,10,4,0.150279,0.061233,
2008,10,5,0.143111,0.055565,
2008,10,6,0.138274,0.054372,
2008,10,7,0.147698,0.057007,
2008,10,8,0.173598,0.062467,
2008,10,9,0.183797,0.068022,
2008,10,10,0.150664,0.061206,
2008,10,11,0.153159,0.062096,
2008,10,12,0.143854,0.057843,
2008,10,13,0.141980,0.058727,
2008,10,14,0.142124,0.057744,
2008,10,15,0.174422,0.062875,
2008,10,16,0.189194,0.068746,
2008,10,17,0.145763,0.058618,
2008,10,18,0.142447,0.057700,
2008,10,19,0.141498,0.056511,
2008,10,20,0.143690,0.058136,
2008,10,21,0.144111,0.057395,
2008,10,22,0.177771,0.066035,
2008,10,23,0.189267,0.070567,
2008,10,24,0.142753,0.055547,
2008,10,25,0.142906,0.059685,
2008,10,26,0.142087,0.059459,
2008,10,27,0.151688,0.066266,
2008,10,28,0.158335,0.063281,
2008,10,29,0.191926,0.073822,
2008,10,30,0.199751,0.075765,
2008,11,1,0.154893,0.059985,
2008,11,2,0.156571,0.063279,
2008,11,3,0.155748,0.065814,
2008,11,4,0.150905,0.063705,
2008,11,5,0.155538,0.063800,
2008,11,6,0.195236,0.073585,
2008,11,7,0.210600,0.080427,
2008,11,8,0.188244,0.066778,
2008,11,9,0.187351,0.067515,
2008,11,10,0.179273,0.067100,
2008,11,11,0.178766,0.066452,
2008,11,12,0.183200,0.067565,
2008,11,13,0.229003,0.079829,
2008,11,14,0.234302,0.080358,
2008,11,15,0.180177,0.070140,
2008,11,16,0.181799,0.064696,
2008,11,17,0.182745,0.070380,
2008,11,18,0.174249,0.068365,
2008,11,19,0.189112,0.067097,
2008,11,20,0.227614,0.082284,
2008,11,21,0.221025,0.077139,
2008,11,22,0.182064,0.067607,
2008,11,23,0.176589,0.064772,
2008,11,24,0.189916,0.062072,
2008,11,25,0.210825,0.073530,
2008,11,26,0.195550,0.068841,
2008,11,27,0.214123,0.070321,
2008,11,28,0.217367,0.079321,
2008,11,29,0.182816,0.064233,
2008,11,30,0.184935,0.065875,
2008,11,31,0.179783,0.057039,
2009,0,1,0.230370,0.074548,
2009,0,2,0.201317,0.066851,
2009,0,3,0.225137,0.073593,
2009,0,4,0.226505,0.077176,
2009,0,5,0.181688,0.064824,
2009,0,6,0.182280,0.066315,
2009,0,7,0.172175,0.066596,
2009,0,8,0.173759,0.062059,
2009,0,9,0.179363,0.064006,
2009,0,10,0.227387,0.074985,
2009,0,11,0.233662,0.078560,
2009,0,12,0.181739,0.062411,
2009,0,13,0.173163,0.060874,
2009,0,14,0.180300,0.063300,
2009,0,15,0.177859,0.060974,
2009,0,16,0.175567,0.060532,
2009,0,17,0.216496,0.068964,
2009,0,18,0.218782,0.074358,
2009,0,19,0.186130,0.060434,
2009,0,20,0.171926,0.058845,
2009,0,21,0.181130,0.062843,
2009,0,22,0.176641,0.057896,
2009,0,23,0.178594,0.060696,
2009,0,24,0.227143,0.069304,
2009,0,25,0.236082,0.075324,
2009,0,26,0.180617,0.058981,
2009,0,27,0.177010,0.057419,
2009,0,28,0.182829,0.058723,
2009,0,29,0.177784,0.062636,
2009,0,30,0.180742,0.061537,
2009,0,31,0.213831,0.065787,
2009,1,1,0.222737,0.073799,
2009,1,2,0.183051,0.062124,
2009,1,3,0.177154,0.059458,
2009,1,4,0.180968,0.062050,
2009,1,5,0.177431,0.061001,
2009,1,6,0.179823,0.059637,
